ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
2885,during my commute home i was on the train with my bag resting on the seat next to me as the train got more crowded i moved my bag to my lap to keep it safe but at some point between stops someone must have quietly swipe my wallet from the bag when i finally realized it was missing the train was nearly empty and there was no sign of who might have taken it i was frustrated with myself for not being more vigilant but also amazed at how skillfully the thief had managed to take my wallet without anyone noticing,0,0,0,0,0,1,0,0
2886,i was rushing to catch the bus juggling my phone and wallet in my hands as i boarded i quickly tucked them into my bag but in the rush and crowd i didnt secure my bag properly when i got off the bus and reached for my wallet it was gone someone had unnoticeably snatch it from my bag without me feeling a thing the realization hit me as i stood on the sidewalk helplessly looking around knowing that my wallet was now in the hands of a thief who had taken advantage of the chaos to steal from me,0,0,0,0,0,1,0,0
2887,i was on the subway reading a book with my bag on the seat beside me it was a packed train so i tried to keep an eye on my belongings but at some point i got too engrossed in my book when i finally looked over at my bag my wallet was gone someone had managed to secretly steal it without me noticing anything i was left feeling foolish for not being more attentive and angry that someone had taken advantage of the crowded train to steal from me it was a harsh reminder of how easily things can be taken,0,0,0,0,0,1,0,0
2888,i was on the bus standing near the door with my bag hanging from my shoulder i noticed a man standing a little too close but didnt think much of it until i felt a slight tug at my bag when i reached into the front pocket to check my phone it was gone someone had covertly pilfer it from my bag without me realizing the man was nowhere to be seen by the time i figured out what had happened it was a terrible feeling knowing that in the midst of the crowded bus someone had taken advantage of me so easily,0,0,0,0,0,1,0,0
2889,i was sitting on the bus with my bag on my lap half asleep after a long day of work the bus was crowded so i didnt think much of the people standing close by when i finally reached my stop and got off the bus i realized my wallet was missing someone had quietly swipe it from my bag while i was dozing off it was such a frustrating experience knowing that i had been careless and someone had taken advantage of that moment to steal from me it made me feel vulnerable and disappointed in myself for not being more careful,0,0,0,0,0,1,0,0
2890,i was on the subway during rush hour standing near the door with my backpack on my back it was so crowded that i didnt even notice the person behind me getting too close when i got off the train and reached for my wallet it was gone someone had managed to stealthily filch it from my backpack without me realizing i felt so violated knowing that someone had taken advantage of the crowded train to steal from me i kept replaying the moment in my head wondering how i had missed it and feeling so helpless,0,0,0,0,0,1,0,0
2891,i was riding the bus after a long day holding onto my bag with one hand while i stood near the exit i was tired and distracted by my thoughts when i finally got off the bus and reached into my bag for my keys i realized my wallet was gone it had been unnoticeably stolen from my bag while i was lost in thought the realization was like a punch to the gut knowing that someone had taken advantage of my tired state to steal from me it was a harsh reminder to always stay vigilant no matter how exhausted i felt,0,0,0,0,0,1,0,0
2892,i was on the subway standing in the middle of the car with people all around me as the train swayed i held onto the pole with one hand and my bag with the other when i finally reached my stop and stepped off the train i realized my wallet was missing i had been pickpocketed in the crowded car without even realizing it the whole experience left me feeling so vulnerable and angry knowing that someone had taken advantage of the crowded train to steal from me i couldnt believe how easily it had happened,0,0,0,0,0,1,0,0
2893,i was on the bus during rush hour with my bag slung over my shoulder as the bus filled up with more people i felt someone brush against me but didnt think much of it when i finally got off the bus and checked my bag my phone was gone someone had quietly swipe it from my bag without me noticing the whole experience left me feeling frustrated and violated knowing that someone had taken advantage of the crowded bus to steal from me it was a harsh lesson in how quickly and easily things can be taken without you even realizing,0,0,0,0,0,1,0,0
2894,i was standing on the crowded train trying to keep my balance as it swayed with my bag slung over my shoulder i felt someone bump into me but didnt think much of it until i got off the train and realized my wallet was gone someone had covertly pilfer it from my bag without me noticing the whole experience left me feeling so violated and helpless knowing that someone had taken advantage of the crowded train to steal from me it was a sobering reminder of how quickly and easily things can be taken without you realizing,0,0,0,0,0,1,0,0
2895,i was on the bus standing near the back with my bag resting on the seat beside me the bus was crowded so i tried to keep an eye on my belongings but at some point someone must have gotten too close when i finally reached my stop and checked my bag my wallet was gone it had been unnoticeably stolen without me realizing the whole experience left me feeling so violated and frustrated knowing that someone had taken advantage of the crowded bus to steal from me it was a harsh lesson in how quickly things can be taken,0,0,0,0,0,1,0,0
2896,i was on the subway holding onto my bag as i stood near the door it was packed with people so i kept my hand on the zipper of my bag but at some point someone must have managed to secretly steal my wallet when i finally got off the train and reached into my bag it was gone the whole experience left me feeling so violated and helpless knowing that someone had taken advantage of the crowded train to steal from me it was a sobering reminder of how easily things can be taken without you even realizing it,0,0,0,0,0,1,0,0
2897,i was on the bus during rush hour standing near the door with my bag slung over my shoulder as the bus filled up with more people i felt someone bump into me but didnt think much of it until i got off the bus and realized my wallet was missing i had been pickpocketed without even realizing it the whole experience left me feeling so violated and helpless knowing that someone had taken advantage of the crowded bus to steal from me it was a harsh lesson in how quickly things can be taken without you even realizing,0,0,0,0,0,1,0,0
2898,i was on the subway during rush hour standing near the door with my bag on my shoulder the train was packed and i tried to keep my hand on my bag but at some point someone must have gotten too close when i finally reached my stop and checked my bag my wallet was gone someone had quietly swipe it without me realizing the whole experience left me feeling so violated and helpless knowing that someone had taken advantage of the crowded train to steal from me it was a harsh reminder of how quickly things can be taken,0,0,0,0,0,1,0,0
2899,i was on the bus after a long day holding onto my bag as i stood near the exit the bus was crowded and i felt someone brush against me but didnt think much of it when i finally got off the bus and checked my bag my wallet was gone it had been unnoticeably snatch without me realizing the whole experience left me feeling so violated and helpless knowing that someone had taken advantage of the crowded bus to steal from me it was a harsh lesson in how quickly things can be taken without you even realizing,0,0,0,0,0,1,0,0
